Дата,Сон_Пробуждения,Сон_Выспанность_(0-5),Сон_Время_ч,Сон_Усталость_Утром_(0-5),Настроение_Утро_(0-5),Настроение_Вечер_(0-5),Настроение_Причина,Вес_кг,Вес_Время_Дня,Еда_Приёмы,Еда_Качество_(0-5),Еда_Тип,Итог_Усталость_Вечер_(0-5),Итог_Оценка_Дня_(0-5),Итог_Заметки
2025-02-23,1,3,8.0,3,,,,66.3,утро,,,,,,
